region,data_type,year,month,value
Victoria Nile,runoff,2003,Dec.,26.358
Victoria Nile,runoff,2004,Dec.,0.095
Victoria Nile,runoff,2005,Dec.,0.002
Victoria Nile,runoff,2006,Dec.,167.039
Victoria Nile,runoff,2007,Dec.,2.423
Victoria Nile,runoff,2008,Dec.,80.838
Victoria Nile,runoff,2009,Dec.,13.044
Victoria Nile,runoff,2010,Dec.,4.655
Victoria Nile,runoff,2011,Dec.,240.057
Victoria Nile,runoff,2012,Dec.,68.965
Victoria Nile,runoff,2013,Dec.,0.598
Victoria Nile,runoff,2014,Dec.,366.44
Victoria Nile,runoff,2015,Dec.,183.237
Victoria Nile,runoff,2016,Dec.,1.82
Victoria Nile,runoff,2017,Dec.,1.851
Victoria Nile,runoff,2018,Dec.,0.332
Victoria Nile,runoff,2019,Dec.,108.343
Victoria Nile,runoff,2020,Dec.,559.648
Victoria Nile,runoff,2021,Dec.,195.018
Victoria Nile,runoff,2022,Dec.,2063.458
Victoria Nile,runoff,2023,Dec.,462.974
Victoria Nile,runoff,2024,Dec.,888.29
Victoria Nile,runoff,2025,Dec.,428.451
Victoria Nile,runoff,2026,Dec.,554.523
Victoria Nile,runoff,2027,Dec.,2445.612
Victoria Nile,runoff,2028,Dec.,1053.553
Victoria Nile,runoff,2029,Dec.,580.721
Victoria Nile,runoff,2030,Dec.,3095.509
Victoria Nile,runoff,2031,Dec.,808.066
Victoria Nile,runoff,2032,Dec.,914.751
Victoria Nile,runoff,2033,Dec.,1699.954
Victoria Nile,runoff,2034,Dec.,265.086
Victoria Nile,runoff,2035,Dec.,3909.812
Simiyu,rainfall,2000,Jan.,
Simiyu,rainfall,2001,Jan.,11.382
Simiyu,rainfall,2002,Jan.,4.705
Simiyu,rainfall,2003,Jan.,1.55
Simiyu,rainfall,2004,Jan.,6.224
Simiyu,rainfall,2005,Jan.,0.982
Simiyu,rainfall,2006,Jan.,0.09
Simiyu,rainfall,2007,Jan.,2.867
Simiyu,rainfall,2008,Jan.,0.902
Simiyu,rainfall,2009,Jan.,2.483
Simiyu,rainfall,2010,Jan.,10.175
Simiyu,rainfall,2011,Jan.,0.283
Simiyu,rainfall,2012,Jan.,0.327
Simiyu,rainfall,2013,Jan.,4.071
Simiyu,rainfall,2014,Jan.,2.747
Simiyu,rainfall,2015,Jan.,1.379
Simiyu,rainfall,2016,Jan.,0.377
Simiyu,rainfall,2017,Jan.,1.406
Simiyu,rainfall,2018,Jan.,1.805
Simiyu,rainfall,2019,Jan.,1.506
Simiyu,rainfall,2020,Jan.,6.538
Simiyu,rainfall,2021,Jan.,1.032
Simiyu,rainfall,2022,Jan.,0.095
Simiyu,rainfall,2023,Jan.,3.012
Simiyu,rainfall,2024,Jan.,0.948
Simiyu,rainfall,2025,Jan.,2.608
Simiyu,rainfall,2026,Jan.,10.689
Simiyu,rainfall,2027,Jan.,0.298
Simiyu,rainfall,2028,Jan.,0.344
Simiyu,rainfall,2029,Jan.,4.276
Simiyu,rainfall,2030,Jan.,2.886
Simiyu,rainfall,2031,Jan.,1.448
Simiyu,rainfall,2032,Jan.,0.396
Simiyu,rainfall,2033,Jan.,1.477
Simiyu,rainfall,2034,Jan.,1.896
Simiyu,rainfall,2035,Jan.,1.583
Simiyu,rainfall,2000,Feb.,
Simiyu,rainfall,2001,Feb.,0.27
Simiyu,rainfall,2002,Feb.,0.299
Simiyu,rainfall,2003,Feb.,0.091
Simiyu,rainfall,2004,Feb.,1.386
Simiyu,rainfall,2005,Feb.,2.96
Simiyu,rainfall,2006,Feb.,1.389
Simiyu,rainfall,2007,Feb.,2.843
Simiyu,rainfall,2008,Feb.,0.933
Simiyu,rainfall,2009,Feb.,3.394
Simiyu,rainfall,2010,Feb.,0.116
Simiyu,rainfall,2011,Feb.,7.126
Simiyu,rainfall,2012,Feb.,0.061
Simiyu,rainfall,2013,Feb.,6.05
Simiyu,rainfall,2014,Feb.,0.504
Simiyu,rainfall,2015,Feb.,1.175
Simiyu,rainfall,2016,Feb.,3.67
Simiyu,rainfall,2017,Feb.,1.787
Simiyu,rainfall,2018,Feb.,0.029
Simiyu,rainfall,2019,Feb.,0.125
Simiyu,rainfall,2020,Feb.,1.5
Simiyu,rainfall,2021,Feb.,3.204
Simiyu,rainfall,2022,Feb.,1.503
Simiyu,rainfall,2023,Feb.,3.077
Simiyu,rainfall,2024,Feb.,1.01
Simiyu,rainfall,2025,Feb.,3.674
Simiyu,rainfall,2026,Feb.,0.126
Simiyu,rainfall,2027,Feb.,7.714
Simiyu,rainfall,2028,Feb.,0.066
Simiyu,rainfall,2029,Feb.,6.549
Simiyu,rainfall,2030,Feb.,0.546
Simiyu,rainfall,2031,Feb.,1.272
Simiyu,rainfall,2032,Feb.,3.973
Simiyu,rainfall,2033,Feb.,1.934
Simiyu,rainfall,2034,Feb.,0.031
Simiyu,rainfall,2035,Feb.,0.135
Simiyu,rainfall,2000,March,
Simiyu,rainfall,2001,March,0.29
Simiyu,rainfall,2002,March,4.341
Simiyu,rainfall,2003,March,4.11
Simiyu,rainfall,2004,March,0.816
Simiyu,rainfall,2005,March,1.173
Simiyu,rainfall,2006,March,9.776
Simiyu,rainfall,2007,March,5.341
Simiyu,rainfall,2008,March,5.751
Simiyu,rainfall,2009,March,11.208
Simiyu,rainfall,2010,March,0.958
Simiyu,rainfall,2011,March,0.194
Simiyu,rainfall,2012,March,6.533
Simiyu,rainfall,2013,March,0.221
Simiyu,rainfall,2014,March,0.302
Simiyu,rainfall,2015,March,0.338
Simiyu,rainfall,2016,March,0.323
Simiyu,rainfall,2017,March,3.239
Simiyu,rainfall,2018,March,1.67
Simiyu,rainfall,2019,March,0.056
Simiyu,rainfall,2020,March,0.926
Simiyu,rainfall,2021,March,1.331
Simiyu,rainfall,2022,March,11.096
Simiyu,rainfall,2023,March,6.062
Simiyu,rainfall,2024,March,6.527
Simiyu,rainfall,2025,March,12.721
Simiyu,rainfall,2026,March,1.088
Simiyu,rainfall,2027,March,0.22
Simiyu,rainfall,2028,March,7.415
Simiyu,rainfall,2029,March,0.251
Simiyu,rainfall,2030,March,0.342
Simiyu,rainfall,2031,March,0.384
Simiyu,rainfall,2032,March,0.367
Simiyu,rainfall,2033,March,3.676
Simiyu,rainfall,2034,March,1.896
Simiyu,rainfall,2035,March,0.063
Simiyu,rainfall,2000,April,
Simiyu,rainfall,2001,April,4.074
Simiyu,rainfall,2002,April,2.655
Simiyu,rainfall,2003,April,10.559
Simiyu,rainfall,2004,April,7.012
Simiyu,rainfall,2005,April,0.235
Simiyu,rainfall,2006,April,1.467
Simiyu,rainfall,2007,April,0.512
Simiyu,rainfall,2008,April,0.126
Simiyu,rainfall,2009,April,4.989
Simiyu,rainfall,2010,April,4.675
Simiyu,rainfall,2011,April,3.761
Simiyu,rainfall,2012,April,3.437
Simiyu,rainfall,2013,April,6.278
Simiyu,rainfall,2014,April,3.699
Simiyu,rainfall,2015,April,4.931
Simiyu,rainfall,2016,April,16.017
Simiyu,rainfall,2017,April,0.152
Simiyu,rainfall,2018,April,7.333
Simiyu,rainfall,2019,April,8.406
Simiyu,rainfall,2020,April,6.801
Simiyu,rainfall,2021,April,0.228
Simiyu,rainfall,2022,April,1.423
Simiyu,rainfall,2023,April,0.496
Simiyu,rainfall,2024,April,0.122
Simiyu,rainfall,2025,April,4.84
Simiyu,rainfall,2026,April,4.534
Simiyu,rainfall,2027,April,3.648
Simiyu,rainfall,2028,April,3.334
Simiyu,rainfall,2029,April,6.09
Simiyu,rainfall,2030,April,3.588
Simiyu,rainfall,2031,April,4.783
Simiyu,rainfall,2032,April,15.536
Simiyu,rainfall,2033,April,0.147
Simiyu,rainfall,2034,April,7.113
Simiyu,rainfall,2035,April,8.154
Simiyu,rainfall,2000,May,
Simiyu,rainfall,2001,May,2.814
Simiyu,rainfall,2002,May,7.199
Simiyu,rainfall,2003,May,16.406
Simiyu,rainfall,2004,May,0.874
Simiyu,rainfall,2005,May,6.626
Simiyu,rainfall,2006,May,3.621
Simiyu,rainfall,2007,May,0.127
Simiyu,rainfall,2008,May,0.25
Simiyu,rainfall,2009,May,3.481
Simiyu,rainfall,2010,May,1.857
Simiyu,rainfall,2011,May,7.831
Simiyu,rainfall,2012,May,7.782
Simiyu,rainfall,2013,May,0.451
Simiyu,rainfall,2014,May,0.105
Simiyu,rainfall,2015,May,2.192
Simiyu,rainfall,2016,May,8.43
Simiyu,rainfall,2017,May,6.853
Simiyu,rainfall,2018,May,0.335
Simiyu,rainfall,2019,May,0.238
Simiyu,rainfall,2020,May,0.887
Simiyu,rainfall,2021,May,6.726
Simiyu,rainfall,2022,May,3.676
Simiyu,rainfall,2023,May,0.129
Simiyu,rainfall,2024,May,0.254
Simiyu,rainfall,2025,May,3.533
Simiyu,rainfall,2026,May,1.884
Simiyu,rainfall,2027,May,7.948
Simiyu,rainfall,2028,May,7.899
Simiyu,rainfall,2029,May,0.458
Simiyu,rainfall,2030,May,0.107
Simiyu,rainfall,2031,May,2.225
Simiyu,rainfall,2032,May,8.557
Simiyu,rainfall,2033,May,6.956
Simiyu,rainfall,2034,May,0.34
Simiyu,rainfall,2035,May,0.242
Simiyu,rainfall,2000,June,
Simiyu,rainfall,2001,June,0.246
Simiyu,rainfall,2002,June,0.265
Simiyu,rainfall,2003,June,0.034
Simiyu,rainfall,2004,June,0.111
Simiyu,rainfall,2005,June,0.053
Simiyu,rainfall,2006,June,0.102
Simiyu,rainfall,2007,June,8.403
Simiyu,rainfall,2008,June,0.933
Simiyu,rainfall,2009,June,5.703
Simiyu,rainfall,2010,June,0.258
Simiyu,rainfall,2011,June,0.25
Simiyu,rainfall,2012,June,0.244
Simiyu,rainfall,2013,June,0.082
Simiyu,rainfall,2014,June,0.262
Simiyu,rainfall,2015,June,0.489
Simiyu,rainfall,2016,June,0.01
Simiyu,rainfall,2017,June,0.027
Simiyu,rainfall,2018,June,0.075
Simiyu,rainfall,2019,June,2.345
Simiyu,rainfall,2020,June,0.181
Simiyu,rainfall,2021,June,0.086
Simiyu,rainfall,2022,June,0.167
Simiyu,rainfall,2023,June,13.74
Simiyu,rainfall,2024,June,1.526
Simiyu,rainfall,2025,June,9.325
Simiyu,rainfall,2026,June,0.422
Simiyu,rainfall,2027,June,0.409
Simiyu,rainfall,2028,June,0.399
Simiyu,rainfall,2029,June,0.133
Simiyu,rainfall,2030,June,0.429
Simiyu,rainfall,2031,June,0.799
Simiyu,rainfall,2032,June,0.016
Simiyu,rainfall,2033,June,0.044
Simiyu,rainfall,2034,June,0.123
Simiyu,rainfall,2035,June,3.834
Simiyu,rainfall,2000,July,
Simiyu,rainfall,2001,July,0.25
Simiyu,rainfall,2002,July,0.395
Simiyu,rainfall,2003,July,0.553
Simiyu,rainfall,2004,July,0.157
Simiyu,rainfall,2005,July,0.124
Simiyu,rainfall,2006,July,0.196
Simiyu,rainfall,2007,July,0.386
Simiyu,rainfall,2008,July,0.026
Simiyu,rainfall,2009,July,0.169
Simiyu,rainfall,2010,July,0.154
Simiyu,rainfall,2011,July,0.104
Simiyu,rainfall,2012,July,0.156
Simiyu,rainfall,2013,July,0.262
Simiyu,rainfall,2014,July,0.143
Simiyu,rainfall,2015,July,0.027
Simiyu,rainfall,2016,July,0.2
Simiyu,rainfall,2017,July,0.194
Simiyu,rainfall,2018,July,0.13
Simiyu,rainfall,2019,July,0.083
Simiyu,rainfall,2020,July,0.2
Simiyu,rainfall,2021,July,0.158
Simiyu,rainfall,2022,July,0.249
Simiyu,rainfall,2023,July,0.491
Simiyu,rainfall,2024,July,0.033
Simiyu,rainfall,2025,July,0.215
Simiyu,rainfall,2026,July,0.196
Simiyu,rainfall,2027,July,0.132
Simiyu,rainfall,2028,July,0.198
Simiyu,rainfall,2029,July,0.333
Simiyu,rainfall,2030,July,0.181
Simiyu,rainfall,2031,July,0.034
Simiyu,rainfall,2032,July,0.254
Simiyu,rainfall,2033,July,0.247
Simiyu,rainfall,2034,July,0.165
Simiyu,rainfall,2035,July,0.106
Simiyu,rainfall,2000,Aug.,
Simiyu,rainfall,2001,Aug.,0.092
Simiyu,rainfall,2002,Aug.,0.053
Simiyu,rainfall,2003,Aug.,0.208
Simiyu,rainfall,2004,Aug.,0.395
Simiyu,rainfall,2005,Aug.,0.031
Simiyu,rainfall,2006,Aug.,0.751
Simiyu,rainfall,2007,Aug.,0.706
Simiyu,rainfall,2008,Aug.,0.199
Simiyu,rainfall,2009,Aug.,0.389
Simiyu,rainfall,2010,Aug.,0.038
Simiyu,rainfall,2011,Aug.,0.154
Simiyu,rainfall,2012,Aug.,0.784
Simiyu,rainfall,2013,Aug.,0.043
Simiyu,rainfall,2014,Aug.,0.113
Simiyu,rainfall,2015,Aug.,0.994
Simiyu,rainfall,2016,Aug.,0.06
Simiyu,rainfall,2017,Aug.,0.111
Simiyu,rainfall,2018,Aug.,1.065
Simiyu,rainfall,2019,Aug.,0.153
Simiyu,rainfall,2020,Aug.,0.727
Simiyu,rainfall,2021,Aug.,0.058
Simiyu,rainfall,2022,Aug.,1.383
Simiyu,rainfall,2023,Aug.,1.301
Simiyu,rainfall,2024,Aug.,0.367
Simiyu,rainfall,2025,Aug.,0.716
Simiyu,rainfall,2026,Aug.,0.071
Simiyu,rainfall,2027,Aug.,0.283
Simiyu,rainfall,2028,Aug.,1.445
Simiyu,rainfall,2029,Aug.,0.079
Simiyu,rainfall,2030,Aug.,0.208
Simiyu,rainfall,2031,Aug.,1.83
Simiyu,rainfall,2032,Aug.,0.11
Simiyu,rainfall,2033,Aug.,0.204
Simiyu,rainfall,2034,Aug.,1.962
Simiyu,rainfall,2035,Aug.,0.283
Simiyu,rainfall,2000,Sept.,3.435
Simiyu,rainfall,2001,Sept.,0.254
Simiyu,rainfall,2002,Sept.,0.47
Simiyu,rainfall,2003,Sept.,0.102
Simiyu,rainfall,2004,Sept.,4.387
Simiyu,rainfall,2005,Sept.,0.226
Simiyu,rainfall,2006,Sept.,0.347
Simiyu,rainfall,2007,Sept.,1.577
Simiyu,rainfall,2008,Sept.,1.282
Simiyu,rainfall,2009,Sept.,0.116
Simiyu,rainfall,2010,Sept.,0.906
Simiyu,rainfall,2011,Sept.,0.109
Simiyu,rainfall,2012,Sept.,0.42
Simiyu,rainfall,2013,Sept.,5.001
Simiyu,rainfall,2014,Sept.,0.45
Simiyu,rainfall,2015,Sept.,0.123
Simiyu,rainfall,2016,Sept.,0.094
Simiyu,rainfall,2017,Sept.,0.447
Simiyu,rainfall,2018,Sept.,0.068
Simiyu,rainfall,2019,Sept.,6.532
Simiyu,rainfall,2020,Sept.,6.098
Simiyu,rainfall,2021,Sept.,0.314
Simiyu,rainfall,2022,Sept.,0.482
Simiyu,rainfall,2023,Sept.,2.192
Simiyu,rainfall,2024,Sept.,1.782
Simiyu,rainfall,2025,Sept.,0.162
Simiyu,rainfall,2026,Sept.,1.259
Simiyu,rainfall,2027,Sept.,0.151
Simiyu,rainfall,2028,Sept.,0.584
Simiyu,rainfall,2029,Sept.,6.951
Simiyu,rainfall,2030,Sept.,0.626
Simiyu,rainfall,2031,Sept.,0.171
Simiyu,rainfall,2032,Sept.,0.131
Simiyu,rainfall,2033,Sept.,0.621
Simiyu,rainfall,2034,Sept.,0.095
Simiyu,rainfall,2035,Sept.,9.079
Simiyu,rainfall,2000,Oct.,1.21
Simiyu,rainfall,2001,Oct.,0.252
Simiyu,rainfall,2002,Oct.,0.882
Simiyu,rainfall,2003,Oct.,0.416
Simiyu,rainfall,2004,Oct.,0.386
Simiyu,rainfall,2005,Oct.,0.4
Simiyu,rainfall,2006,Oct.,0.168
Simiyu,rainfall,2007,Oct.,0.999
Simiyu,rainfall,2008,Oct.,8.324
Simiyu,rainfall,2009,Oct.,0.032
Simiyu,rainfall,2010,Oct.,0.21
Simiyu,rainfall,2011,Oct.,12.61
Simiyu,rainfall,2012,Oct.,0.151
Simiyu,rainfall,2013,Oct.,3.263
Simiyu,rainfall,2014,Oct.,6.878
Simiyu,rainfall,2015,Oct.,3.46
Simiyu,rainfall,2016,Oct.,3.97
Simiyu,rainfall,2017,Oct.,0.291
Simiyu,rainfall,2018,Oct.,0.43
Simiyu,rainfall,2019,Oct.,3.518
Simiyu,rainfall,2020,Oct.,0.441
Simiyu,rainfall,2021,Oct.,0.456
Simiyu,rainfall,2022,Oct.,0.192
Simiyu,rainfall,2023,Oct.,1.14
Simiyu,rainfall,2024,Oct.,9.502
Simiyu,rainfall,2025,Oct.,0.037
Simiyu,rainfall,2026,Oct.,0.239
Simiyu,rainfall,2027,Oct.,14.394
Simiyu,rainfall,2028,Oct.,0.172
Simiyu,rainfall,2029,Oct.,3.725
Simiyu,rainfall,2030,Oct.,7.851
Simiyu,rainfall,2031,Oct.,3.95
Simiyu,rainfall,2032,Oct.,4.532
Simiyu,rainfall,2033,Oct.,0.332
Simiyu,rainfall,2034,Oct.,0.491
Simiyu,rainfall,2035,Oct.,4.016
Simiyu,rainfall,2000,Nov.,1.121
Simiyu,rainfall,2001,Nov.,6.435
Simiyu,rainfall,2002,Nov.,4.839
Simiyu,rainfall,2003,Nov.,7.707
Simiyu,rainfall,2004,Nov.,0.064
Simiyu,rainfall,2005,Nov.,1.218
Simiyu,rainfall,2006,Nov.,3.905
Simiyu,rainfall,2007,Nov.,2.171
Simiyu,rainfall,2008,Nov.,0.844
Simiyu,rainfall,2009,Nov.,1.341
Simiyu,rainfall,2010,Nov.,1.522
Simiyu,rainfall,2011,Nov.,0.392
Simiyu,rainfall,2012,Nov.,5.788
Simiyu,rainfall,2013,Nov.,1.525
Simiyu,rainfall,2014,Nov.,0.394
Simiyu,rainfall,2015,Nov.,8.156
Simiyu,rainfall,2016,Nov.,10.581
Simiyu,rainfall,2017,Nov.,0.15
Simiyu,rainfall,2018,Nov.,1.398
Simiyu,rainfall,2019,Nov.,0.307
Simiyu,rainfall,2020,Nov.,0.066
Simiyu,rainfall,2021,Nov.,1.254
Simiyu,rainfall,2022,Nov.,4.022
Simiyu,rainfall,2023,Nov.,2.236
Simiyu,rainfall,2024,Nov.,0.869
Simiyu,rainfall,2025,Nov.,1.381
Simiyu,rainfall,2026,Nov.,1.568
Simiyu,rainfall,2027,Nov.,0.404
Simiyu,rainfall,2028,Nov.,5.961
Simiyu,rainfall,2029,Nov.,1.571
Simiyu,rainfall,2030,Nov.,0.406
Simiyu,rainfall,2031,Nov.,8.4
Simiyu,rainfall,2032,Nov.,10.898
Simiyu,rainfall,2033,Nov.,0.154
Simiyu,rainfall,2034,Nov.,1.44
Simiyu,rainfall,2035,Nov.,0.317
Simiyu,rainfall,2000,Dec.,0.096
Simiyu,rainfall,2001,Dec.,4.617
Simiyu,rainfall,2002,Dec.,0.61
Simiyu,rainfall,2003,Dec.,1.517
Simiyu,rainfall,2004,Dec.,8.113
Simiyu,rainfall,2005,Dec.,2.134
Simiyu,rainfall,2006,Dec.,7.588
Simiyu,rainfall,2007,Dec.,0.428
Simiyu,rainfall,2008,Dec.,1.997
Simiyu,rainfall,2009,Dec.,0.351
Simiyu,rainfall,2010,Dec.,6.08
Simiyu,rainfall,2011,Dec.,7.123
Simiyu,rainfall,2012,Dec.,0.191
Simiyu,rainfall,2013,Dec.,3.155
Simiyu,rainfall,2014,Dec.,10.075
Simiyu,rainfall,2015,Dec.,2.714
Simiyu,rainfall,2016,Dec.,4.175
Simiyu,rainfall,2017,Dec.,3.806
Simiyu,rainfall,2018,Dec.,1.835
Simiyu,rainfall,2019,Dec.,7.402
Simiyu,rainfall,2020,Dec.,8.925
Simiyu,rainfall,2021,Dec.,2.348
Simiyu,rainfall,2022,Dec.,8.347
Simiyu,rainfall,2023,Dec.,0.471
Simiyu,rainfall,2024,Dec.,2.197
Simiyu,rainfall,2025,Dec.,0.386
Simiyu,rainfall,2026,Dec.,6.688
Simiyu,rainfall,2027,Dec.,7.835
Simiyu,rainfall,2028,Dec.,0.211
Simiyu,rainfall,2029,Dec.,3.47
Simiyu,rainfall,2030,Dec.,11.082
Simiyu,rainfall,2031,Dec.,2.986
Simiyu,rainfall,2032,Dec.,4.592
Simiyu,rainfall,2033,Dec.,4.186
Simiyu,rainfall,2034,Dec.,2.018
Simiyu,rainfall,2035,Dec.,8.143
